locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJICCACA_03526	CDS	591				transcriptional regulator
IJICCACA_03527	CDS	1035				hydrolase
IJICCACA_03528	CDS	414	mec			[CysO]-cysteine peptidase
IJICCACA_03529	CDS	282	cysO			sulfur carrier protein CysO
IJICCACA_03530	CDS	972	cysM			O-phosphoserine sulfhydrylase
IJICCACA_03531	CDS	684				integral membrane protein
IJICCACA_03532	CDS	816	murI			glutamate racemase
IJICCACA_03533	CDS	759			COG1234	putative protein
IJICCACA_03534	CDS	780	rphA			ribonuclease PH
IJICCACA_03535	CDS	606				non-canonical purine NTP pyrophosphatase
IJICCACA_03536	CDS	363				putative protein
IJICCACA_03537	CDS	381	lprD			lipoprotein LprD
IJICCACA_03538	CDS	255	mbtL			acyl carrier protein MbtL
IJICCACA_03539	CDS	1566	mbtM			long-chain-fatty-acid--ACP ligase MbtM
IJICCACA_03540	CDS	1161	mbtN			acyl-[acyl-carrier-protein] dehydrogenase MbtN
IJICCACA_03541	CDS	633	mbtK			lysine N-acetyltransferase MbtK
IJICCACA_03542	tRNA	85				tRNA-Leu(tag)
IJICCACA_03543	CDS	2580	irtA			iron ABC transporter ATP-binding protein/permease IrtA
IJICCACA_03544	CDS	1740	irtB			iron ABC transporter ATP-binding protein/permease IrtB
IJICCACA_03545	CDS	744	fabG2			3-oxoacyl-ACP reductase FabG
IJICCACA_03546	CDS	273				hypothetical protein
IJICCACA_03547	CDS	372				putative protein
IJICCACA_03548	CDS	786				HTH-type transcriptional regulator
IJICCACA_03549	CDS	1872				hypothetical protein
IJICCACA_03550	CDS	2148	moeY			molybdopterin biosynthesis protein MoeY
IJICCACA_03551	CDS	756				hypothetical protein
IJICCACA_03552	CDS	867			COG2199	putative signaling protein
IJICCACA_03553	CDS	141				hypothetical protein
IJICCACA_03554	CDS	3375				transcriptional regulator
IJICCACA_03555	CDS	606				transcriptional regulator
IJICCACA_03556	CDS	237				hypothetical protein
IJICCACA_03557	CDS	1023				oxidoreductase
IJICCACA_03558	CDS	762	PPE19			PPE family protein PPE19
IJICCACA_03559	tRNA	76				tRNA-His(gtg)
IJICCACA_03560	CDS	699	orn			oligoribonuclease
IJICCACA_03561	CDS	1602				hypothetical protein
IJICCACA_03562	CDS	807				short-chain type dehydrogenase/reductase
IJICCACA_03563	CDS	1338				integral membrane protein
IJICCACA_03564	CDS	822				hypothetical protein
IJICCACA_03565	CDS	648				TetR family transcriptional regulator
IJICCACA_03566	CDS	1644	fadD35			fatty-acid--CoA ligase FadD35
IJICCACA_03567	CDS	747	scoA			succinyl-CoA:3-ketoacid-CoA transferase subunit A
IJICCACA_03568	CDS	657	scoB			succinyl-CoA:3-ketoacid-CoA transferase subunit B
IJICCACA_03569	CDS	1590	accD1			acetyl-/propionyl-CoA carboxylase subunit beta
IJICCACA_03570	CDS	1965	accA1			acetyl/propionyl-CoA carboxylase subuit alpha
IJICCACA_03571	CDS	1185	fadE19			acyl-CoA dehydrogenase FadE19
IJICCACA_03572	CDS	558				oxidase regulatory-like protein
IJICCACA_03573	CDS	822	citE			citrate (pro-3S)-lyase subunit beta
IJICCACA_03574	CDS	1074	bkdA			3-methyl-2-oxobutanoate dehydrogenase subunit alpha
IJICCACA_03575	CDS	1047	bkdB			3-methyl-2-oxobutanoate dehydrogenase subunit beta
IJICCACA_03576	CDS	1182	bkdC			branched-chain keto acid dehydrogenase E2 component
IJICCACA_03577	CDS	426	vapC38			ribonuclease VapC38
IJICCACA_03578	CDS	753				hypothetical protein
IJICCACA_03579	CDS	624				hypothetical protein
IJICCACA_03580	CDS	192				hypothetical protein
IJICCACA_03581	CDS	5148				hypothetical protein
IJICCACA_03582	CDS	3342				LuxR family transcriptional regulator
IJICCACA_03583	CDS	2085	PE_PGRS42			PE-PGRS family protein PE_PGRS42
IJICCACA_03584	CDS	771	echA14			enoyl-CoA hydratase EchA14
IJICCACA_03585	tRNA	75				tRNA-Arg(tct)
IJICCACA_03586	CDS	1266	lipQ			carboxylesterase LipQ
IJICCACA_03587	CDS	1476				diacyglycerol O-acyltransferase
IJICCACA_03588	CDS	1743	plsC			bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate acyltransferase
IJICCACA_03589	CDS	2370	plsB2			glycerol-3-phosphate acyltransferase
IJICCACA_03590	CDS	165				hypothetical protein
IJICCACA_03591	CDS	1611	dxs2			1-deoxy-D-xylulose-5-phosphate synthase
IJICCACA_03592	CDS	891				diterpene synthase
IJICCACA_03593	CDS	1506				type B diterpene cyclase
IJICCACA_03594	CDS	654				phosphatase
IJICCACA_03595	CDS	1440	amiD_2			amidase
IJICCACA_03596	CDS	246				hypothetical protein
IJICCACA_03597	CDS	627	echA18			enoyl-CoA hydratase
IJICCACA_03598	CDS	105				hypothetical protein
IJICCACA_03599	CDS	1176	otsB2			trehalose 6-phosphate phosphatase
IJICCACA_03600	CDS	1341				diacyglycerol O-acyltransferase
IJICCACA_03601	CDS	3240	dnaE2			error-prone DNA polymerase
IJICCACA_03602	CDS	150				hypothetical protein
IJICCACA_03603	CDS	411				hypothetical protein
IJICCACA_03604	CDS	645				oxidoreductase
IJICCACA_03605	CDS	1776	PE_PGRS51			PE-PGRS family protein PE_PGRS51
IJICCACA_03606	CDS	465	spoU			tRNA/rRNA methylase SpoU
IJICCACA_03607	CDS	2625				hypothetical protein
IJICCACA_03608	CDS	393			COG2018	Serine protease inhibitor
IJICCACA_03609	CDS	369				hypothetical protein
IJICCACA_03610	CDS	582				ATP/GTP-binding protein
IJICCACA_03611	CDS	552	mfpA		COG1357	Pentapeptide repeat protein MfpA
IJICCACA_03612	CDS	369				ABC transporter ATP-binding protein/permease
IJICCACA_03613	CDS	1191				oxidoreductase
IJICCACA_03614	CDS	258	relK			toxin RelK
IJICCACA_03615	CDS	276	relJ			antitoxin RelJ
IJICCACA_03616	CDS	918	folD			bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
IJICCACA_03617	CDS	294				integral membrane protein
IJICCACA_03618	CDS	390	lprJ_2			lipoprotein LprJ
IJICCACA_03619	CDS	261				oxidoreductase
IJICCACA_03620	CDS	372				oxidoreductase
IJICCACA_03621	CDS	795				hypothetical protein
IJICCACA_03622	tRNA	100				tRNA-His(gtg)
IJICCACA_03623	CDS	1131				hypothetical protein
IJICCACA_03624	CDS	330				hypothetical protein
IJICCACA_03625	CDS	549				hypothetical protein
IJICCACA_03626	CDS	1509	fadD17			long-chain-fatty-acid--CoA ligase FadD17
IJICCACA_03627	CDS	1122	fadE27			acyl-CoA dehydrogenase FadE27
IJICCACA_03628	CDS	1203	fadE26			acyl-CoA dehydrogenase FadE26
IJICCACA_03629	CDS	192	fdxD			ferredoxin FdxD
IJICCACA_03630	CDS	954				3-oxoacyl-ACP reductase
IJICCACA_03631	CDS	765	yrbE4A			integral membrane protein
IJICCACA_03632	CDS	843	yrbE4B			integral membrane protein
IJICCACA_03633	CDS	1203	mce4A			Mce family protein Mce4A
IJICCACA_03634	CDS	1053	mce4B			Mce family protein Mce4B
IJICCACA_03635	CDS	1074	mce4C			Mce family protein Mce4C
IJICCACA_03636	CDS	1353	mce4D			Mce family protein Mce4D
IJICCACA_03637	CDS	1155	lprN			Mce family lipoprotein LprN
IJICCACA_03638	CDS	1695	mce4F			Mce family protein Mce4
IJICCACA_03639	CDS	729				Mce associated protein
IJICCACA_03640	CDS	483				Mce associated protein
IJICCACA_03641	CDS	579				hypothetical protein
IJICCACA_03642	CDS	1503	otsA			trehalose-phosphate synthase
IJICCACA_03643	CDS	165				hypothetical protein
IJICCACA_03644	CDS	324			COG1695	Transcriptional regulator
IJICCACA_03645	CDS	984	lipF			carboxylesterase LipF
IJICCACA_03646	CDS	492			COG2259	putative membrane protein
IJICCACA_03647	CDS	945				short-chain type dehydrogenase/reductase
IJICCACA_03648	CDS	1539	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
IJICCACA_03649	CDS	663				hypothetical protein
IJICCACA_03650	CDS	606				membrane protein
IJICCACA_03651	CDS	690				integral membrane protein
IJICCACA_03652	CDS	1494				diacyglycerol O-acyltransferase
IJICCACA_03653	CDS	3249				transmembrane protein
IJICCACA_03654	CDS	1182	PPE60			PE family protein PPE60
IJICCACA_03655	CDS	297	PE31			PE family protein PE31
IJICCACA_03656	CDS	1350				integral membrane transport protein
IJICCACA_03657	CDS	1374	cobB			cobyrinic acid A,C-diamide synthase
IJICCACA_03658	CDS	624	cobO			cob(I)alamin adenosyltransferase
IJICCACA_03659	CDS	1890				magnesium chelatase
IJICCACA_03660	CDS	471				GCN5-like N-acetyltransferase
IJICCACA_03661	CDS	1482	mqo			malate:quinone oxidoreductase
IJICCACA_03662	CDS	1848	PE_PGRS48			PE-PGRS family protein PE_PGRS48
IJICCACA_03663	CDS	1041				hypothetical protein
IJICCACA_03664	CDS	1380	mtr			mycothione reductase
IJICCACA_03665	CDS	1119	nicT			nickel-transport integral membrane protein NicT
IJICCACA_03666	CDS	333	hypB_1			Hydrogenase maturation factor HypB
IJICCACA_03667	CDS	216	hypB_2		COG0378	Hydrogenase maturation factor HypB
IJICCACA_03668	CDS	774				3-oxoacyl-ACP reductase
IJICCACA_03669	CDS	1368	aldC			aldehyde dehydrogenase AldC
IJICCACA_03670	CDS	873				glutamine amidotransferase
IJICCACA_03671	CDS	1374	glnA4			glutamine synthetase
IJICCACA_03672	CDS	858	mapB			methionine aminopeptidase
IJICCACA_03673	CDS	585				putative protein
IJICCACA_03674	CDS	381	vapC23			ribonuclease VapC23
IJICCACA_03675	CDS	1812				penicillin-binding lipoprotein
IJICCACA_03676	CDS	282	relF			antitoxin RelF
IJICCACA_03677	CDS	252	relG			toxin RelG
IJICCACA_03678	CDS	855				GCN5-like N-acetyltransferase
IJICCACA_03679	CDS	1164	gcpE			4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
IJICCACA_03680	CDS	1215	rip			zinc metalloprotease
IJICCACA_03681	CDS	1290	dxr			1-deoxy-D-xylulose 5-phosphate reductoisomerase
IJICCACA_03682	CDS	444	vapC43			ribonuclease VapC43
IJICCACA_03683	CDS	663	mpt83			cell surface lipoprotein
IJICCACA_03684	CDS	192				hypothetical protein
IJICCACA_03685	CDS	1749	dipZ			integral membrane C-type cytochrome biogenesis protein DipZ
IJICCACA_03686	CDS	582	mpt70			major secreted immunogenic protein Mpt70
IJICCACA_03687	CDS	315				transmembrane protein
IJICCACA_03688	CDS	864				integral membrane protein
IJICCACA_03689	CDS	522	mpt53			soluble secreted antigen Mpt53
IJICCACA_03690	CDS	588	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
IJICCACA_03691	CDS	921	cdsA			phosphatidate cytidylyltransferase
IJICCACA_03692	CDS	558	frr			ribosome recycling factor
IJICCACA_03693	CDS	759	pks12			polyketide synthase
IJICCACA_03694	CDS	2565			COG0574	putative protein
IJICCACA_03695	CDS	657	lppI			lipoprotein LppI
IJICCACA_03696	CDS	1506	lipT_3			carboxylesterase LipT
IJICCACA_03697	CDS	351				hypothetical protein
IJICCACA_03698	CDS	561	pncA			pyrazinamidase/nicotinamidase PncA
IJICCACA_03699	CDS	798				hypothetical protein
IJICCACA_03700	CDS	1320				sugar ABC transporter substrate-binding lipoprotein
IJICCACA_03701	CDS	903				sugar ABC transporter permease
IJICCACA_03702	CDS	843				sugar ABC transporter permease
IJICCACA_03703	CDS	1074				sugar ABC transporter ATP-binding protein
IJICCACA_03704	CDS	975				transmembrane protein
IJICCACA_03705	CDS	642				hypothetical protein
IJICCACA_03706	CDS	489				hypothetical protein
IJICCACA_03707	CDS	324				ArsR family HTH-type transcriptional repressor
IJICCACA_03708	CDS	759				hypothetical protein
IJICCACA_03709	CDS	996	acg_2			NAD(P)H nitroreductase
IJICCACA_03710	CDS	435	hspX			alpha-crystallin
IJICCACA_03711	CDS	2040			COG1926	putative protein
IJICCACA_03712	CDS	1020	pfkB			6-phosphofructokinase PfkB
IJICCACA_03713	CDS	840				universal stress protein
IJICCACA_03714	CDS	1722	dosT			two component sensor histidine kinase DosT
IJICCACA_03715	CDS	885				universal stress protein
IJICCACA_03716	CDS	960				cation efflux system protein
IJICCACA_03717	CDS	1548				hypothetical protein
IJICCACA_03718	CDS	360				hypothetical protein
IJICCACA_03719	CDS	417	higB2_2		COG4683	Putative toxin HigB2
IJICCACA_03720	CDS	306				transcriptional regulator
IJICCACA_03721	CDS	288				hypothetical protein
IJICCACA_03722	CDS	351		3.1.-.-		Putative ribonuclease VapC45
IJICCACA_03723	CDS	720			COG2442	Putative antitoxin VapB45
IJICCACA_03724	CDS	1041				transcriptional regulator
IJICCACA_03725	CDS	612				hypothetical protein
IJICCACA_03726	CDS	369				hypothetical protein
IJICCACA_03727	CDS	471				hypothetical protein
IJICCACA_03728	CDS	558				hypothetical protein
IJICCACA_03729	CDS	2964	PPE35			PPE family protein PPE35
IJICCACA_03730	CDS	465				hypothetical protein
IJICCACA_03731	CDS	864				membrane protein
IJICCACA_03732	CDS	1272	lppF			lipoprotein LppF
IJICCACA_03733	CDS	1083				lipoprotein
IJICCACA_03734	CDS	1281	lipD			lipase LipD
IJICCACA_03735	CDS	381				hypothetical protein
IJICCACA_03736	CDS	1863	fadD31			fatty-acid--CoA ligase FadD31
IJICCACA_03737	CDS	480	mpt63			immunogenic protein Mpt63
IJICCACA_03738	CDS	774				hypothetical protein
IJICCACA_03739	CDS	768				short-chain type dehydrogenase/reductase
IJICCACA_03740	CDS	525				hypothetical protein
IJICCACA_03741	CDS	231				transcriptional regulator
IJICCACA_03742	CDS	279				hypothetical protein
IJICCACA_03743	CDS	498	tpx			2-Cys peroxiredoxin
IJICCACA_03744	CDS	1092	fadE18			acyl-CoA dehydrogenase FadE18
IJICCACA_03745	CDS	1230	fadE17			acyl-CoA dehydrogenase FadE17
IJICCACA_03746	CDS	957	echA13			enoyl-CoA hydratase EchA13
IJICCACA_03747	CDS	1110				monooxygenase
IJICCACA_03748	CDS	2520				oxygenase
IJICCACA_03749	CDS	1071	ephB			epoxide hydrolase EphB
IJICCACA_03750	CDS	516				oxidoreductase
IJICCACA_03751	CDS	1062	ribA1			riboflavin biosynthesis protein RibA
IJICCACA_03752	CDS	771				short-chain type dehydrogenase/reductase
IJICCACA_03753	CDS	330	mazF5			toxin MazF5
IJICCACA_03754	CDS	378	mazE5			antitoxin MazE5
IJICCACA_03755	CDS	486				hypothetical protein
IJICCACA_03756	CDS	1047				hypothetical protein
IJICCACA_03757	CDS	273				hypothetical protein
IJICCACA_03758	CDS	204				hypothetical protein
IJICCACA_03759	CDS	636	nadD			nicotinate-nucleotide adenylyltransferase
IJICCACA_03760	CDS	381	rsfS		COG0799	Ribosomal silencing factor RsfS
IJICCACA_03761	CDS	672	gpgP			glucosyl-3-phosphoglycerate phosphatase
IJICCACA_03762	CDS	744	octT	2.3.1.273		Diglucosylglycerate octanoyltransferase
IJICCACA_03763	CDS	843				DegV domain-containing protein
IJICCACA_03764	CDS	1203	eis			enhanced intracellular survival protein
IJICCACA_03765	CDS	894				hypothetical protein
IJICCACA_03766	CDS	1545				hypothetical protein
IJICCACA_03767	CDS	969				hypothetical protein
IJICCACA_03768	CDS	261	rpsT			30S ribosomal protein S20
IJICCACA_03769	CDS	1656			COG2308	putative protein
IJICCACA_03770	CDS	978			COG2307	putative protein
IJICCACA_03771	CDS	840			COG1305	putative protein
IJICCACA_03772	CDS	822				ribonuclease Z
IJICCACA_03773	CDS	429				hypothetical protein
IJICCACA_03774	CDS	546				hypothetical protein
IJICCACA_03775	CDS	1962	lepA			GTP-binding protein LepA
IJICCACA_03776	CDS	756	lppR			lipoprotein LppR
IJICCACA_03777	CDS	2043				trehalase
IJICCACA_03778	CDS	195				membrane protein
IJICCACA_03779	CDS	1071	subI			sulfate ABC transporter substrate-binding lipoprotein SubI
IJICCACA_03780	CDS	852	cysT			sulfate ABC transporter permease CysT
IJICCACA_03781	CDS	819	cysW			sulfate ABC transporter permease CysW
IJICCACA_03782	CDS	1056	cysA1			sulfate ABC transporter ATP-binding protein CysA
IJICCACA_03783	CDS	303	PE_PGRS41			acid and phagosome regulated protein AprC
IJICCACA_03784	CDS	501				hypothetical protein
IJICCACA_03785	CDS	441				transmembrane protein
IJICCACA_03786	CDS	729				hypothetical protein
IJICCACA_03787	CDS	354				hypothetical protein
IJICCACA_03788	CDS	426				transmembrane protein
IJICCACA_03789	CDS	675				transcriptional regulator
IJICCACA_03790	CDS	822				methyltransferase
IJICCACA_03791	CDS	894	TB31.7			universal stress protein
IJICCACA_03792	CDS	795				universal stress protein
IJICCACA_03793	CDS	1182				zinc metalloprotease Rip3
IJICCACA_03794	CDS	432	hrp1			hypoxic response protein
IJICCACA_03795	CDS	1167				putative protein
IJICCACA_03796	CDS	255				Putative uncharacterized protein
IJICCACA_03797	CDS	1125				putative protein
IJICCACA_03798	CDS	393			COG1371	putative protein archease
IJICCACA_03799	CDS	1299				RNA-splicing ligase RtcB
IJICCACA_03800	CDS	282				putative protein
IJICCACA_03801	CDS	486				putative protein
IJICCACA_03802	CDS	255				hypothetical protein
IJICCACA_03803	CDS	2337	PE_PGRS46			PE-PGRS family protein PE_PGRS46
IJICCACA_03804	CDS	630				O-phosphotransferase
IJICCACA_03805	CDS	657	dedA			transmembrane protein DedA
IJICCACA_03806	CDS	447				hypothetical protein
IJICCACA_03807	CDS	333				integral membrane protein
IJICCACA_03808	CDS	360				ArsR family transcriptional regulator
IJICCACA_03809	CDS	459	cadI			cadmium inducible protein CadI
IJICCACA_03810	CDS	381				ArsR family transcriptional regulator
IJICCACA_03811	CDS	1497	arsC			arsenic-transport integral membrane protein ArsC
IJICCACA_03812	CDS	192	mazE			Antitoxin MazE
IJICCACA_03813	tRNA	73				tRNA-Val(cac)
IJICCACA_03814	tRNA	74				tRNA-Gly(gcc)
IJICCACA_03815	tRNA	74				tRNA-Cys(gca)
IJICCACA_03816	tRNA	75				tRNA-Val(gac)
IJICCACA_03817	CDS	432				putative protein
IJICCACA_03818	CDS	999				integrase
IJICCACA_03819	CDS	369				hypothetical protein
IJICCACA_03820	CDS	96				hypothetical protein
IJICCACA_03821	CDS	789				(2Z,6E)-farnesyl diphosphate synthase
IJICCACA_03822	CDS	729				hemolysin-like protein
IJICCACA_03823	CDS	2022				hypothetical protein
IJICCACA_03824	CDS	267				hypothetical protein
IJICCACA_03825	CDS	867	mca			mycothiol S-conjugate amidase
IJICCACA_03826	CDS	435				membrane protein
IJICCACA_03827	CDS	495	greA			transcription elongation factor GreA
IJICCACA_03828	CDS	1167	metB			cystathionine gamma-synthase
IJICCACA_03829	CDS	477	pra		COG1714	Proline-rich antigen 
IJICCACA_03830	CDS	1395	cbs			cystathionine beta-synthase
IJICCACA_03831	CDS	1068	lipU			lipase LipU
IJICCACA_03832	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
IJICCACA_03833	CDS	1218	fadA3			beta-ketoacyl CoA thiolase FadA
IJICCACA_03834	CDS	861				hypothetical protein
IJICCACA_03835	CDS	837				transmembrane protein
IJICCACA_03836	CDS	1038	echA9			enoyl-CoA hydratase EchA9
IJICCACA_03837	CDS	774	echA8			enoyl-CoA hydratase EchA8
IJICCACA_03838	CDS	1764				hypothetical protein
IJICCACA_03839	CDS	141				hypothetical protein
IJICCACA_03840	CDS	1392	PE_PGRS20			PE-PGRS family protein PE_PGRS20
IJICCACA_03841	CDS	2283	ftsH			zinc metalloprotease FtsH
IJICCACA_03842	CDS	609	folE			GTP cyclohydrolase I
IJICCACA_03843	CDS	828	folP1			dihydropteroate synthase
IJICCACA_03844	CDS	402	folB			dihydroneopterin aldolase
IJICCACA_03845	CDS	567	folK			2-amino-4-hydroxy-6- hydroxymethyldihydropteridinepyrophosphokinase
IJICCACA_03846	CDS	477				hypothetical protein
IJICCACA_03847	CDS	1194				transmembrane protein
IJICCACA_03848	CDS	912				hypothetical protein
IJICCACA_03849	CDS	930	panC			pantothenate synthetase
IJICCACA_03850	CDS	420	panD			aspartate 1-decarboxylase
IJICCACA_03851	CDS	819				type III pantothenate kinase
IJICCACA_03852	CDS	1518	lysS			lysine--tRNA ligase
IJICCACA_03853	CDS	339	lsr2			iron-regulated H-NS-like protein
IJICCACA_03854	CDS	2547	clpC1			ATP-dependent protease ATP-binding subunit ClpC
IJICCACA_03855	CDS	1320	PE_PGRS59			PE-PGRS family protein PE_PGRS59
IJICCACA_03856	CDS	828				hypothetical protein
IJICCACA_03857	CDS	1317	lpqF			lipoprotein LpqF
IJICCACA_03858	CDS	318				heme-degrading monooxygenase
IJICCACA_03859	CDS	765				hydrolase
IJICCACA_03860	CDS	582				cob(I)yrinic acid a,c-diamide adenosyltransferase
IJICCACA_03861	CDS	1257	murA			UDP-N-acetylglucosamine 1-carboxyvinyltransferase
IJICCACA_03862	rRNA	1529				16S ribosomal RNA
IJICCACA_03863	rRNA	3129				23S ribosomal RNA
IJICCACA_03864	rRNA	76				5S ribosomal RNA (partial)
IJICCACA_03865	CDS	498	ogt			methylated-DNA--protein-cysteine methyltransferase
IJICCACA_03866	CDS	1491	alkA			bifunctional regulatory protein/DNA repair enzyme AlkA
IJICCACA_03867	CDS	1626				adenylate cyclase
IJICCACA_03868	CDS	1608				adenylate cyclase
IJICCACA_03869	CDS	1572				adenylate cyclase
IJICCACA_03870	CDS	672				endonuclease NucS
IJICCACA_03871	CDS	456	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
IJICCACA_03872	CDS	1131	fadA4			acetyl-CoA acetyltransferase
IJICCACA_03873	CDS	882				thioredoxin
IJICCACA_03874	CDS	1065	PE_PGRS24			PE-PGRS family protein PE_PGRS24
IJICCACA_03875	CDS	393	vapC22			ribonuclease VapC22
IJICCACA_03876	CDS	228	vapB22			antitoxin VapB22
IJICCACA_03877	CDS	750	echA16			enoyl-CoA hydratase EchA16
IJICCACA_03878	CDS	1083	ugpC			sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
IJICCACA_03879	CDS	1311	ugpB			sn-glycerol-3-phosphate ABC transporter substrate-binding lipoprotein UgpB
IJICCACA_03880	CDS	828	ugpE			sn-glycerol-3-phosphate ABC transporter permease UgpE
IJICCACA_03881	CDS	912	ugpA			sn-glycerol-3-phosphate ABC transporter permease UgpA
IJICCACA_03882	tRNA	75				tRNA-Thr(ggt)
IJICCACA_03883	CDS	1011				bifunctional oligoribonuclease/PAP phosphatase NrnA
IJICCACA_03884	CDS	552	rbfA			ribosome-binding factor RbfA
IJICCACA_03885	CDS	2703	infB			translation initiation factor IF-2
IJICCACA_03886	CDS	1044	nusA			transcription termination/antitermination protein NusA
IJICCACA_03887	CDS	552				ribosome maturation factor RimP
